Temperature,RMS,Peak,Health,Efficiency,Status,FaultType
35.85,0.279,0.42,79.4,94.0,HEALTHY,Healthy
31.07,0.232,0.35,84.4,95.8,HEALTHY,Healthy
28.05,0.183,0.277,87.7,96.7,HEALTHY,Healthy
33.71,0.206,0.312,86.2,96.3,HEALTHY,Healthy
35.88,0.166,0.252,86.9,95.9,HEALTHY,Healthy
34.13,0.252,0.381,83.1,95.5,HEALTHY,Healthy
32.18,0.256,0.388,82.8,95.4,HEALTHY,Healthy
32.28,0.198,0.3,86.7,96.4,HEALTHY,Healthy
28.53,0.169,0.256,88.6,97.0,HEALTHY,Healthy
34.56,0.235,0.355,84.2,95.8,HEALTHY,Healthy
40.96,0.362,0.584,61.9,86.3,WARNING,Misalignment
30.76,0.193,0.292,87.0,96.5,HEALTHY,Healthy
28.11,0.24,0.364,83.8,95.7,HEALTHY,Healthy
34.29,0.219,0.333,85.2,96.1,HEALTHY,Healthy
39.77,0.324,0.504,67.5,88.4,WARNING,Bearing
29.45,0.25,0.378,83.2,95.5,HEALTHY,Healthy
28.52,0.222,0.339,85.0,96.0,HEALTHY,Healthy
47.92,0.727,1.085,23.0,71.4,CRITICAL,Imbalance
38.33,0.635,0.939,50.4,84.6,WARNING,Imbalance
32.63,0.263,0.398,82.3,95.3,HEALTHY,Healthy
40.54,0.368,0.601,62.3,86.7,WARNING,Misalignment
35.2,0.256,0.385,82.4,95.2,HEALTHY,Healthy
32.17,0.268,0.406,82.0,95.2,HEALTHY,Healthy
50.35,0.636,1.094,21.1,70.1,CRITICAL,Critical
30.8,0.231,0.348,84.5,95.8,HEALTHY,Healthy
46.43,0.754,1.187,23.3,72.7,CRITICAL,Imbalance
34.23,0.214,0.324,85.6,96.1,HEALTHY,Healthy
50.06,0.544,0.862,29.6,72.1,CRITICAL,Misalignment
53.22,0.634,1.081,15.1,66.7,CRITICAL,Critical
35.11,0.582,0.867,60.9,89.4,WARNING,Imbalance
38.77,0.331,0.515,69.2,89.5,WARNING,Bearing
31.43,0.167,0.255,88.7,97.0,HEALTHY,Healthy
31.14,0.213,0.324,85.7,96.2,HEALTHY,Healthy
30.02,0.265,0.402,82.1,95.2,HEALTHY,Healthy
41.44,0.329,0.524,63.2,86.3,WARNING,Bearing
30.3,0.242,0.368,83.7,95.6,HEALTHY,Healthy
40.75,0.346,0.56,63.4,86.9,WARNING,Misalignment
42.83,0.437,0.695,52.8,82.7,WARNING,Misalignment
51.32,0.698,1.182,14.9,67.9,CRITICAL,Critical
51.7,0.648,1.105,17.5,68.3,CRITICAL,Critical
38.75,0.354,0.548,67.7,89.1,WARNING,Bearing
33.48,0.212,0.322,85.7,96.2,HEALTHY,Healthy
41.52,0.339,0.552,62.1,86.1,WARNING,Misalignment
31.6,0.193,0.292,87.0,96.5,HEALTHY,Healthy
30.13,0.178,0.272,88.0,96.8,HEALTHY,Healthy
30.9,0.221,0.336,85.1,96.0,HEALTHY,Healthy
31.43,0.178,0.271,88.0,96.8,HEALTHY,Healthy
39.92,0.371,0.599,63.5,87.4,WARNING,Misalignment
45.55,0.756,1.167,25.6,73.7,CRITICAL,Imbalance
34.73,0.209,0.319,85.9,96.2,HEALTHY,Healthy
32.25,0.268,0.406,82.0,95.2,HEALTHY,Healthy
35.06,0.152,0.234,89.6,97.2,HEALTHY,Healthy
50.49,0.65,1.1,20.1,69.7,CRITICAL,Critical
29.05,0.176,0.266,88.2,96.8,HEALTHY,Healthy
39.87,0.602,0.89,49.2,83.3,WARNING,Imbalance
35.89,0.227,0.344,82.8,94.9,HEALTHY,Healthy
28.41,0.254,0.383,82.9,95.4,HEALTHY,Healthy
29.88,0.297,0.45,80.0,94.7,HEALTHY,Healthy
31.62,0.265,0.403,82.1,95.2,HEALTHY,Healthy
35.97,0.247,0.373,81.3,94.4,HEALTHY,Healthy
32.83,0.168,0.257,88.7,97.0,HEALTHY,Healthy
36.92,0.615,0.913,54.7,86.6,WARNING,Imbalance
30.84,0.212,0.322,85.7,96.2,HEALTHY,Healthy
41.03,0.409,0.657,58.6,85.4,WARNING,Misalignment
30.66,0.273,0.413,81.6,95.1,HEALTHY,Healthy
35.43,0.199,0.303,85.6,95.9,HEALTHY,Healthy
39.19,0.431,0.684,61.2,87.2,WARNING,Misalignment
41.71,0.352,0.543,61.4,85.6,WARNING,Bearing
28.37,0.278,0.419,81.3,95.0,HEALTHY,Healthy
31.53,0.239,0.361,84.0,95.7,HEALTHY,Healthy
35.93,0.233,0.353,82.3,94.7,HEALTHY,Healthy
33.32,0.267,0.404,82.0,95.2,HEALTHY,Healthy
35.92,0.645,0.956,54.9,87.3,WARNING,Imbalance
32.77,0.264,0.399,82.2,95.2,HEALTHY,Healthy
29.19,0.287,0.433,80.7,94.8,HEALTHY,Healthy
29.21,0.26,0.393,82.5,95.3,HEALTHY,Healthy
34.78,0.303,0.458,79.6,94.5,HEALTHY,Healthy
31.58,0.204,0.311,86.2,96.3,HEALTHY,Healthy
28.86,0.218,0.331,85.4,96.1,HEALTHY,Healthy
39.09,0.365,0.585,65.9,88.5,WARNING,Misalignment
52.59,0.744,1.241,9.2,65.5,CRITICAL,Critical
36.69,0.569,0.843,58.4,87.7,WARNING,Imbalance
39.14,0.362,0.587,65.9,88.5,WARNING,Misalignment
32.97,0.252,0.382,83.0,95.5,HEALTHY,Healthy
33.22,0.255,0.386,82.8,95.4,HEALTHY,Healthy
34.68,0.178,0.272,88.0,96.8,HEALTHY,Healthy
28.25,0.261,0.395,82.5,95.3,HEALTHY,Healthy
28.0,0.156,0.238,89.5,97.2,HEALTHY,Healthy
33.83,0.205,0.311,86.2,96.3,HEALTHY,Healthy
31.13,0.206,0.312,86.1,96.3,HEALTHY,Healthy
53.92,0.685,1.155,10.2,65.0,CRITICAL,Critical
30.08,0.177,0.269,88.1,96.8,HEALTHY,Healthy
33.01,0.182,0.278,87.7,96.7,HEALTHY,Healthy
40.59,0.397,0.638,60.4,86.1,WARNING,Misalignment
31.32,0.304,0.46,79.6,94.5,HEALTHY,Healthy
38.96,0.621,0.919,49.9,84.1,WARNING,Imbalance
41.17,0.319,0.49,64.9,86.9,WARNING,Bearing
32.19,0.241,0.367,83.7,95.7,HEALTHY,Healthy
35.46,0.198,0.303,85.6,95.9,HEALTHY,Healthy
43.13,0.371,0.6,56.5,83.6,WARNING,Misalignment
34.36,0.22,0.333,85.2,96.0,HEALTHY,Healthy
29.89,0.187,0.283,87.4,96.6,HEALTHY,Healthy
41.35,0.359,0.549,61.8,85.9,WARNING,Bearing
38.45,0.34,0.527,69.3,89.7,WARNING,Bearing
41.64,0.412,0.658,57.1,84.6,WARNING,Misalignment
35.96,0.233,0.353,82.2,94.7,HEALTHY,Healthy
31.81,0.285,0.431,80.8,94.9,HEALTHY,Healthy
32.67,0.263,0.397,82.3,95.3,HEALTHY,Healthy
54.03,0.662,1.185,10.3,65.2,CRITICAL,Critical
37.54,0.558,0.825,57.2,86.9,WARNING,Imbalance
50.88,0.619,1.101,20.5,69.8,CRITICAL,Critical
34.7,0.197,0.301,86.7,96.5,HEALTHY,Healthy
38.56,0.359,0.554,67.8,89.3,WARNING,Bearing
33.04,0.168,0.257,88.6,97.0,HEALTHY,Healthy
32.27,0.163,0.248,89.0,97.1,HEALTHY,Healthy
39.12,0.543,0.806,54.7,85.3,WARNING,Imbalance
35.48,0.231,0.35,83.4,95.3,HEALTHY,Healthy
28.77,0.185,0.284,87.5,96.7,HEALTHY,Healthy
40.86,0.366,0.563,62.3,86.4,WARNING,Bearing
38.0,0.596,0.887,53.6,85.7,WARNING,Imbalance
38.81,0.378,0.6,65.7,88.6,WARNING,Bearing
32.53,0.25,0.379,83.2,95.5,HEALTHY,Healthy
32.0,0.174,0.264,88.3,96.9,HEALTHY,Healthy
39.45,0.62,0.914,49.0,83.5,WARNING,Imbalance
33.74,0.196,0.298,86.8,96.5,HEALTHY,Healthy
33.35,0.282,0.43,81.0,94.9,HEALTHY,Healthy
31.5,0.168,0.256,88.7,97.0,HEALTHY,Healthy
28.01,0.283,0.425,81.0,94.9,HEALTHY,Healthy
40.27,0.317,0.491,66.9,88.0,WARNING,Bearing
39.66,0.395,0.631,62.6,87.3,WARNING,Misalignment
39.93,0.641,0.968,46.1,82.5,WARNING,Imbalance
29.46,0.206,0.312,86.1,96.3,HEALTHY,Healthy
32.43,0.177,0.271,88.0,96.8,HEALTHY,Healthy
33.15,0.206,0.314,86.1,96.3,HEALTHY,Healthy
40.98,0.412,0.63,59.0,85.4,WARNING,Bearing
28.55,0.211,0.32,85.8,96.2,HEALTHY,Healthy
37.46,0.394,0.606,67.9,90.0,WARNING,Bearing
40.6,0.39,0.629,60.8,86.3,WARNING,Misalignment
35.35,0.236,0.358,83.3,95.3,HEALTHY,Healthy
31.8,0.168,0.256,88.7,97.0,HEALTHY,Healthy
34.49,0.265,0.399,82.2,95.2,HEALTHY,Healthy
30.05,0.239,0.363,83.9,95.7,HEALTHY,Healthy
31.73,0.184,0.281,87.6,96.7,HEALTHY,Healthy
30.44,0.266,0.402,82.1,95.2,HEALTHY,Healthy
43.45,0.416,0.661,52.9,82.4,WARNING,Misalignment
34.24,0.238,0.361,84.0,95.7,HEALTHY,Healthy
29.94,0.289,0.438,80.6,94.8,HEALTHY,Healthy
32.75,0.27,0.409,81.9,95.1,HEALTHY,Healthy
35.54,0.221,0.337,83.9,95.4,HEALTHY,Healthy
30.3,0.217,0.33,85.4,96.1,HEALTHY,Healthy
33.2,0.297,0.447,80.1,94.7,HEALTHY,Healthy
29.13,0.265,0.4,82.2,95.2,HEALTHY,Healthy
33.24,0.239,0.361,84.0,95.7,HEALTHY,Healthy
28.04,0.283,0.43,80.9,94.9,HEALTHY,Healthy
31.81,0.251,0.38,83.1,95.5,HEALTHY,Healthy
28.53,0.207,0.316,86.0,96.3,HEALTHY,Healthy
36.96,0.596,0.881,56.0,86.9,WARNING,Imbalance
34.96,0.239,0.362,83.9,95.7,HEALTHY,Healthy
30.6,0.253,0.385,82.9,95.4,HEALTHY,Healthy
39.18,0.42,0.649,62.3,87.4,WARNING,Bearing
35.42,0.178,0.271,87.1,96.3,HEALTHY,Healthy
29.06,0.306,0.461,79.5,94.5,HEALTHY,Healthy
30.91,0.24,0.363,83.9,95.7,HEALTHY,Healthy
40.34,0.319,0.498,66.5,87.8,WARNING,Bearing
51.71,0.656,1.157,16.2,68.1,CRITICAL,Critical
38.52,0.619,0.921,50.9,84.6,WARNING,Imbalance
29.98,0.181,0.274,87.8,96.7,HEALTHY,Healthy
28.48,0.2,0.301,86.6,96.4,HEALTHY,Healthy
53.68,0.717,1.204,8.6,64.7,CRITICAL,Critical
29.51,0.2,0.304,86.5,96.4,HEALTHY,Healthy
28.15,0.178,0.269,88.0,96.8,HEALTHY,Healthy
37.98,0.594,0.878,53.9,85.7,WARNING,Imbalance
48.13,0.589,0.935,30.7,73.6,CRITICAL,Misalignment
54.82,0.656,1.113,10.1,64.4,CRITICAL,Critical
28.16,0.259,0.391,82.6,95.3,HEALTHY,Healthy
32.02,0.265,0.4,82.2,95.2,HEALTHY,Healthy
32.67,0.257,0.389,82.7,95.4,HEALTHY,Healthy
31.17,0.222,0.336,85.1,96.0,HEALTHY,Healthy
29.58,0.193,0.292,87.0,96.5,HEALTHY,Healthy
30.29,0.236,0.357,84.1,95.7,HEALTHY,Healthy
39.97,0.445,0.704,58.6,86.0,WARNING,Misalignment
39.79,0.529,0.782,54.3,84.7,WARNING,Imbalance
35.31,0.201,0.304,85.8,96.0,HEALTHY,Healthy
36.11,0.628,0.935,55.6,87.4,WARNING,Imbalance
29.2,0.296,0.446,80.1,94.7,HEALTHY,Healthy
48.35,0.583,0.969,29.8,73.5,CRITICAL,Misalignment
52.61,0.693,1.177,12.4,66.4,CRITICAL,Critical
28.78,0.228,0.344,84.7,95.9,HEALTHY,Healthy
42.71,0.391,0.625,56.2,83.7,WARNING,Misalignment
34.38,0.258,0.389,82.7,95.4,HEALTHY,Healthy
35.29,0.185,0.28,86.9,96.3,HEALTHY,Healthy
43.93,0.34,0.551,56.9,83.2,WARNING,Misalignment
45.04,0.713,1.119,29.3,75.1,WARNING,Imbalance
32.25,0.258,0.39,82.6,95.4,HEALTHY,Healthy
52.49,0.695,1.24,11.4,66.5,CRITICAL,Critical
34.6,0.263,0.396,82.4,95.3,HEALTHY,Healthy
44.76,0.75,1.18,27.3,74.8,WARNING,Imbalance
29.87,0.171,0.258,88.5,96.9,HEALTHY,Healthy
31.83,0.17,0.259,88.5,96.9,HEALTHY,Healthy
39.05,0.405,0.648,63.2,87.8,WARNING,Misalignment
33.53,0.197,0.301,86.7,96.5,HEALTHY,Healthy
29.2,0.182,0.278,87.7,96.7,HEALTHY,Healthy
29.17,0.246,0.374,83.4,95.6,HEALTHY,Healthy
35.63,0.176,0.268,86.7,96.1,HEALTHY,Healthy
30.81,0.182,0.277,87.7,96.7,HEALTHY,Healthy
41.8,0.442,0.722,54.4,83.9,WARNING,Misalignment
51.6,0.645,1.096,18.0,68.5,CRITICAL,Critical
29.79,0.271,0.409,81.8,95.1,HEALTHY,Healthy
29.53,0.215,0.325,85.6,96.1,HEALTHY,Healthy
40.18,0.36,0.59,63.6,87.3,WARNING,Misalignment
52.76,0.691,1.196,11.8,66.3,CRITICAL,Critical
33.46,0.177,0.272,88.0,96.8,HEALTHY,Healthy
35.39,0.156,0.236,88.7,96.7,HEALTHY,Healthy
39.85,0.408,0.625,61.8,86.8,WARNING,Bearing
40.14,0.354,0.557,64.5,87.5,WARNING,Bearing
32.41,0.243,0.37,83.6,95.6,HEALTHY,Healthy
45.23,0.715,1.072,29.6,74.8,WARNING,Imbalance
35.44,0.191,0.291,86.1,96.0,HEALTHY,Healthy
30.11,0.235,0.355,84.2,95.8,HEALTHY,Healthy
32.65,0.218,0.331,85.3,96.1,HEALTHY,Healthy
30.27,0.181,0.278,87.7,96.7,HEALTHY,Healthy
37.94,0.405,0.622,66.1,89.2,WARNING,Bearing
40.56,0.359,0.553,63.5,86.9,WARNING,Bearing
38.27,0.63,0.932,50.8,84.7,WARNING,Imbalance
42.19,0.349,0.571,59.9,85.1,WARNING,Misalignment
40.32,0.376,0.579,62.8,86.8,WARNING,Bearing
28.79,0.269,0.406,82.0,95.2,HEALTHY,Healthy
32.35,0.221,0.336,85.1,96.0,HEALTHY,Healthy
31.73,0.236,0.358,84.1,95.7,HEALTHY,Healthy
50.14,0.67,1.133,19.5,69.8,CRITICAL,Critical
31.91,0.171,0.26,88.5,96.9,HEALTHY,Healthy
33.5,0.239,0.361,83.9,95.7,HEALTHY,Healthy
34.78,0.215,0.326,85.5,96.1,HEALTHY,Healthy
53.21,0.724,1.219,9.0,65.1,CRITICAL,Critical
32.95,0.253,0.384,83.0,95.4,HEALTHY,Healthy
35.21,0.225,0.343,84.4,95.7,HEALTHY,Healthy
28.65,0.225,0.344,84.8,95.9,HEALTHY,Healthy
32.58,0.243,0.367,83.7,95.6,HEALTHY,Healthy
35.88,0.224,0.34,83.0,94.9,HEALTHY,Healthy
33.48,0.174,0.264,88.3,96.9,HEALTHY,Healthy
41.4,0.366,0.562,61.2,85.7,WARNING,Bearing
35.23,0.573,0.847,61.3,89.4,WARNING,Imbalance
43.9,0.377,0.604,54.4,82.5,WARNING,Misalignment
37.1,0.373,0.571,70.2,90.8,WARNING,Bearing
50.1,0.599,0.961,25.5,71.1,CRITICAL,Misalignment
40.39,0.449,0.713,57.4,85.5,WARNING,Misalignment
42.68,0.389,0.622,56.4,83.8,WARNING,Misalignment
29.72,0.214,0.325,85.6,96.2,HEALTHY,Healthy
29.74,0.274,0.413,81.6,95.1,HEALTHY,Healthy
29.21,0.201,0.304,86.5,96.4,HEALTHY,Healthy
29.61,0.198,0.301,86.7,96.4,HEALTHY,Healthy
37.1,0.551,0.813,58.7,87.6,WARNING,Imbalance
38.56,0.387,0.598,65.9,88.8,WARNING,Bearing
30.95,0.282,0.425,81.1,94.9,HEALTHY,Healthy
37.94,0.368,0.564,68.7,89.9,WARNING,Bearing
33.31,0.267,0.402,82.1,95.2,HEALTHY,Healthy
30.12,0.278,0.418,81.3,95.0,HEALTHY,Healthy
29.89,0.213,0.324,85.7,96.2,HEALTHY,Healthy
35.58,0.214,0.324,84.3,95.5,HEALTHY,Healthy
33.23,0.203,0.309,86.3,96.3,HEALTHY,Healthy
35.23,0.249,0.376,82.8,95.2,HEALTHY,Healthy
32.6,0.242,0.367,83.7,95.6,HEALTHY,Healthy
32.48,0.228,0.345,84.7,95.9,HEALTHY,Healthy
29.63,0.276,0.417,81.5,95.0,HEALTHY,Healthy
34.31,0.159,0.243,89.3,97.1,HEALTHY,Healthy
33.52,0.245,0.369,83.6,95.6,HEALTHY,Healthy
31.21,0.234,0.355,84.3,95.8,HEALTHY,Healthy
32.71,0.31,0.466,79.2,94.4,HEALTHY,Healthy
31.61,0.279,0.422,81.2,95.0,HEALTHY,Healthy
37.12,0.666,0.983,51.0,85.5,WARNING,Imbalance
48.99,0.58,0.952,28.9,72.8,CRITICAL,Misalignment
49.34,0.526,0.843,32.3,73.3,CRITICAL,Bearing
40.67,0.356,0.551,63.3,86.8,WARNING,Bearing
35.83,0.205,0.31,84.4,95.3,HEALTHY,Healthy
28.51,0.223,0.339,85.0,96.0,HEALTHY,Healthy
46.9,0.584,0.938,33.6,75.2,CRITICAL,Bearing
53.23,0.646,1.094,14.4,66.5,CRITICAL,Critical
28.26,0.164,0.25,88.9,97.1,HEALTHY,Healthy
54.32,0.641,1.083,12.4,65.3,CRITICAL,Critical
30.87,0.243,0.369,83.6,95.6,HEALTHY,Healthy
41.91,0.348,0.537,61.2,85.5,WARNING,Bearing
30.04,0.206,0.313,86.1,96.3,HEALTHY,Healthy
34.1,0.264,0.4,82.2,95.2,HEALTHY,Healthy
37.19,0.627,0.927,53.4,86.1,WARNING,Imbalance
29.66,0.18,0.273,87.9,96.8,HEALTHY,Healthy
32.88,0.291,0.441,80.4,94.8,HEALTHY,Healthy
39.56,0.365,0.565,65.2,87.9,WARNING,Bearing
38.9,0.677,1.001,46.3,83.1,WARNING,Imbalance
29.33,0.195,0.296,86.9,96.5,HEALTHY,Healthy
39.16,0.344,0.536,67.4,88.8,WARNING,Bearing
48.31,0.528,0.846,34.4,74.5,CRITICAL,Misalignment
51.2,0.698,1.177,15.3,68.0,CRITICAL,Critical
35.33,0.244,0.369,82.9,95.2,HEALTHY,Healthy
47.74,0.586,0.975,31.0,74.2,CRITICAL,Misalignment
30.48,0.216,0.33,85.4,96.1,HEALTHY,Healthy
54.26,0.738,1.233,5.9,63.6,CRITICAL,Critical
33.49,0.169,0.26,88.5,96.9,HEALTHY,Healthy
30.58,0.195,0.297,86.8,96.5,HEALTHY,Healthy
32.47,0.286,0.431,80.8,94.9,HEALTHY,Healthy
30.23,0.275,0.415,81.5,95.1,HEALTHY,Healthy
29.43,0.252,0.381,83.1,95.5,HEALTHY,Healthy
31.04,0.274,0.413,81.6,95.1,HEALTHY,Healthy
50.69,0.641,1.123,19.6,69.6,CRITICAL,Critical
39.81,0.355,0.577,64.9,87.8,WARNING,Misalignment
36.56,0.572,0.846,58.4,87.8,WARNING,Imbalance
36.45,0.632,0.937,54.7,86.9,WARNING,Imbalance
38.53,0.309,0.48,71.2,90.2,WARNING,Bearing
33.28,0.19,0.289,87.2,96.6,HEALTHY,Healthy
28.15,0.299,0.451,79.9,94.6,HEALTHY,Healthy
29.6,0.284,0.429,80.9,94.9,HEALTHY,Healthy
30.66,0.258,0.389,82.7,95.3,HEALTHY,Healthy
32.37,0.183,0.278,87.7,96.7,HEALTHY,Healthy
41.92,0.378,0.607,58.7,84.9,WARNING,Misalignment
45.49,0.769,1.163,25.2,73.6,CRITICAL,Imbalance
41.16,0.447,0.709,55.8,84.6,WARNING,Misalignment
29.82,0.194,0.295,86.9,96.5,HEALTHY,Healthy
28.05,0.168,0.256,88.7,97.0,HEALTHY,Healthy
43.84,0.456,0.722,49.3,81.2,WARNING,Misalignment
30.71,0.188,0.285,87.3,96.6,HEALTHY,Healthy
28.07,0.266,0.402,82.1,95.2,HEALTHY,Healthy
40.92,0.456,0.724,55.7,84.7,WARNING,Misalignment
33.38,0.206,0.311,86.2,96.3,HEALTHY,Healthy
34.5,0.189,0.286,87.3,96.6,HEALTHY,Healthy
34.1,0.171,0.259,88.5,96.9,HEALTHY,Healthy
33.87,0.215,0.324,85.6,96.1,HEALTHY,Healthy
43.8,0.343,0.556,56.9,83.3,WARNING,Misalignment
41.41,0.389,0.602,59.5,85.3,WARNING,Bearing
36.19,0.542,0.812,61.1,88.8,WARNING,Imbalance
29.95,0.244,0.368,83.6,95.6,HEALTHY,Healthy
32.08,0.19,0.29,87.2,96.6,HEALTHY,Healthy
50.4,0.633,1.08,21.4,70.1,CRITICAL,Critical
41.48,0.424,0.678,56.6,84.6,WARNING,Misalignment
30.03,0.197,0.298,86.8,96.5,HEALTHY,Healthy
40.07,0.324,0.497,66.9,88.1,WARNING,Bearing
32.68,0.236,0.359,84.1,95.7,HEALTHY,Healthy
37.92,0.592,0.876,54.1,85.8,WARNING,Imbalance
49.49,0.545,0.872,30.6,72.8,CRITICAL,Bearing
34.72,0.279,0.423,81.2,95.0,HEALTHY,Healthy
41.35,0.326,0.503,63.9,86.5,WARNING,Bearing
31.85,0.25,0.382,83.1,95.5,HEALTHY,Healthy
34.75,0.207,0.313,86.1,96.3,HEALTHY,Healthy
38.24,0.527,0.778,57.8,86.6,WARNING,Imbalance
38.02,0.592,0.875,53.9,85.7,WARNING,Imbalance
43.86,0.393,0.633,53.4,82.3,WARNING,Misalignment
40.78,0.453,0.722,56.2,84.9,WARNING,Misalignment
28.92,0.238,0.362,84.0,95.7,HEALTHY,Healthy
35.22,0.218,0.332,84.8,95.8,HEALTHY,Healthy
34.07,0.238,0.362,84.0,95.7,HEALTHY,Healthy
39.67,0.386,0.595,63.6,87.5,WARNING,Bearing
41.47,0.36,0.591,60.7,85.8,WARNING,Misalignment
54.44,0.684,1.166,8.9,64.4,CRITICAL,Critical
34.03,0.234,0.355,84.2,95.8,HEALTHY,Healthy
52.91,0.638,1.099,15.3,67.0,CRITICAL,Critical
29.3,0.279,0.422,81.2,95.0,HEALTHY,Healthy
35.73,0.292,0.442,78.8,93.9,HEALTHY,Healthy
35.95,0.166,0.253,86.7,95.9,HEALTHY,Healthy
28.54,0.169,0.257,88.6,97.0,HEALTHY,Healthy
38.98,0.676,1.004,46.2,83.1,WARNING,Imbalance
53.72,0.668,1.132,11.7,65.5,CRITICAL,Critical
42.09,0.392,0.627,57.4,84.4,WARNING,Misalignment
30.73,0.273,0.412,81.6,95.1,HEALTHY,Healthy
34.14,0.176,0.269,88.1,96.8,HEALTHY,Healthy
35.95,0.226,0.343,82.7,94.8,HEALTHY,Healthy
40.94,0.405,0.643,59.2,85.6,WARNING,Misalignment
38.95,0.335,0.52,68.5,89.2,WARNING,Bearing
29.25,0.212,0.322,85.7,96.2,HEALTHY,Healthy
31.67,0.302,0.458,79.7,94.6,HEALTHY,Healthy
32.77,0.223,0.342,84.9,96.0,HEALTHY,Healthy
50.33,0.739,1.243,14.3,68.3,CRITICAL,Critical
36.03,0.553,0.819,60.9,88.8,WARNING,Imbalance
39.84,0.605,0.896,49.0,83.3,WARNING,Imbalance
33.96,0.223,0.336,85.0,96.0,HEALTHY,Healthy
40.61,0.386,0.593,61.5,86.3,WARNING,Bearing
30.44,0.244,0.369,83.6,95.6,HEALTHY,Healthy
30.69,0.209,0.316,85.9,96.2,HEALTHY,Healthy
35.59,0.178,0.271,86.7,96.1,HEALTHY,Healthy
38.12,0.558,0.826,55.9,86.2,WARNING,Imbalance
29.7,0.267,0.404,82.0,95.2,HEALTHY,Healthy
34.8,0.245,0.372,83.5,95.6,HEALTHY,Healthy
30.5,0.177,0.271,88.0,96.8,HEALTHY,Healthy
29.38,0.245,0.372,83.5,95.6,HEALTHY,Healthy
40.85,0.379,0.579,61.6,86.2,WARNING,Bearing
39.65,0.552,0.816,53.0,84.5,WARNING,Imbalance
28.22,0.256,0.386,82.8,95.4,HEALTHY,Healthy
39.32,0.388,0.626,63.7,87.8,WARNING,Misalignment
51.77,0.713,1.208,12.8,67.0,CRITICAL,Critical
32.07,0.18,0.274,87.9,96.8,HEALTHY,Healthy
41.49,0.364,0.556,61.2,85.7,WARNING,Bearing
37.98,0.336,0.522,70.6,90.4,WARNING,Bearing
28.21,0.223,0.338,85.0,96.0,HEALTHY,Healthy
35.56,0.237,0.358,82.8,95.1,HEALTHY,Healthy
37.03,0.585,0.862,56.6,87.0,WARNING,Imbalance
36.0,0.277,0.417,79.2,93.8,HEALTHY,Healthy
37.41,0.341,0.531,71.5,91.0,WARNING,Bearing
42.41,0.36,0.58,58.9,84.6,WARNING,Misalignment
32.63,0.202,0.305,86.4,96.4,HEALTHY,Healthy
33.62,0.253,0.383,83.0,95.5,HEALTHY,Healthy
42.2,0.471,0.743,52.0,82.9,WARNING,Misalignment
35.66,0.239,0.361,82.5,94.9,HEALTHY,Healthy
28.67,0.156,0.239,89.4,97.2,HEALTHY,Healthy
37.36,0.404,0.627,67.4,89.9,WARNING,Bearing
33.44,0.252,0.38,83.1,95.5,HEALTHY,Healthy
34.43,0.292,0.44,80.4,94.7,HEALTHY,Healthy
32.45,0.212,0.322,85.7,96.2,HEALTHY,Healthy
32.96,0.238,0.359,84.0,95.7,HEALTHY,Healthy
44.98,0.796,1.233,24.0,73.7,CRITICAL,Imbalance
51.65,0.706,1.198,13.6,67.3,CRITICAL,Critical
36.16,0.629,0.929,55.6,87.3,WARNING,Imbalance
28.82,0.246,0.372,83.5,95.6,HEALTHY,Healthy
28.72,0.244,0.37,83.6,95.6,HEALTHY,Healthy
29.71,0.258,0.389,82.7,95.4,HEALTHY,Healthy
35.68,0.625,0.922,56.9,87.9,WARNING,Imbalance
54.68,0.684,1.156,8.5,64.1,CRITICAL,Critical
39.83,0.581,0.857,50.7,83.7,WARNING,Imbalance
37.51,0.416,0.64,66.3,89.5,WARNING,Bearing
31.37,0.163,0.247,89.1,97.1,HEALTHY,Healthy
29.93,0.282,0.425,81.1,94.9,HEALTHY,Healthy
35.87,0.161,0.246,87.2,96.1,HEALTHY,Healthy
29.47,0.288,0.437,80.6,94.8,HEALTHY,Healthy
33.04,0.263,0.398,82.3,95.3,HEALTHY,Healthy
33.05,0.236,0.358,84.1,95.7,HEALTHY,Healthy
41.69,0.347,0.559,61.3,85.7,WARNING,Misalignment
31.67,0.203,0.309,86.3,96.3,HEALTHY,Healthy
28.23,0.216,0.328,85.5,96.1,HEALTHY,Healthy
32.29,0.303,0.457,79.7,94.5,HEALTHY,Healthy
31.82,0.294,0.444,80.2,94.7,HEALTHY,Healthy
52.85,0.699,1.232,10.6,66.0,CRITICAL,Critical
42.39,0.374,0.599,58.0,84.4,WARNING,Misalignment
32.67,0.287,0.434,80.7,94.8,HEALTHY,Healthy
32.77,0.222,0.336,85.1,96.0,HEALTHY,Healthy
34.98,0.28,0.422,81.2,95.0,HEALTHY,Healthy
35.02,0.289,0.436,80.6,94.8,HEALTHY,Healthy
31.56,0.175,0.266,88.2,96.9,HEALTHY,Healthy
32.79,0.174,0.264,88.3,96.9,HEALTHY,Healthy
29.03,0.202,0.307,86.4,96.4,HEALTHY,Healthy
29.41,0.268,0.406,82.0,95.2,HEALTHY,Healthy
34.84,0.203,0.31,86.3,96.3,HEALTHY,Healthy
41.9,0.446,0.711,54.2,83.7,WARNING,Misalignment
38.88,0.4,0.617,64.3,88.1,WARNING,Bearing
32.55,0.257,0.39,82.7,95.4,HEALTHY,Healthy
35.59,0.269,0.408,80.6,94.4,HEALTHY,Healthy
35.13,0.243,0.367,83.4,95.5,HEALTHY,Healthy
